"state","week","deathsum","committee","individual"
"2482","NM",2019-06-25,NA,93150,NA
"2483","NM",2019-07-02,NA,86750,NA
"2484","NM",2019-07-09,NA,-1000,NA
"2485","NM",2019-07-16,NA,7000,NA
"2486","NM",2019-07-23,NA,13500,NA
"2487","NM",2019-07-30,NA,-500,NA
"2488","NM",2019-08-06,NA,2000,NA
"2489","NM",2019-08-13,NA,-8000,NA
"2490","NM",2019-08-20,NA,20500,NA
"2491","NM",2019-08-27,NA,7500,NA
"2492","NM",2019-09-03,NA,3250,NA
"2493","NM",2019-09-10,NA,5500,NA
"2494","NM",2019-09-17,NA,29500,NA
"2495","NM",2019-09-24,NA,62750,NA
"2496","NM",2019-10-01,NA,103400,NA
"2497","NM",2019-10-08,NA,10501,NA
"2498","NM",2019-10-15,NA,19408,NA
"2499","NM",2019-10-22,NA,45975,NA
"2500","NM",2019-10-29,NA,41720,NA
"2501","NM",2019-11-05,NA,34833,NA
"2502","NM",2019-11-12,NA,24918,NA
"2503","NM",2019-11-19,NA,24077,NA
"2504","NM",2019-11-26,NA,32756,NA
"2505","NM",2019-12-03,NA,25710,NA
"2506","NM",2019-12-10,NA,39000,NA
"2507","NM",2019-12-17,NA,94267,NA
"2508","NM",2019-12-24,NA,65903,NA
"2509","NM",2019-12-31,NA,19268,NA
"2510","NM",2020-01-07,NA,4973,NA
"2511","NM",2020-01-14,NA,4702,NA
"2512","NM",2020-01-21,NA,1402,NA
"2513","NM",2020-01-28,NA,9492,NA
"2514","NM",2020-02-04,NA,11485,NA
"2515","NM",2020-02-11,NA,17500,NA
"2516","NM",2020-02-18,NA,11000,NA
"2517","NM",2020-02-25,NA,44000,NA
"2518","NM",2020-03-03,NA,39697,92568
"2519","NV",2019-01-08,NA,-1000,NA
"2520","NV",2019-01-15,NA,924,NA
"2521","NV",2019-01-22,NA,2000,NA
"2522","NV",2019-01-29,NA,3500,NA
"2523","NV",2019-02-05,NA,16000,NA
"2524","NV",2019-02-12,NA,5500,NA
"2525","NV",2019-02-19,NA,9000,NA
"2526","NV",2019-02-26,NA,43000,NA
"2527","NV",2019-03-05,NA,43500,NA
"2528","NV",2019-03-12,NA,38500,NA
"2529","NV",2019-03-19,NA,75500,NA
"2530","NV",2019-03-26,NA,183000,NA
"2531","NV",2019-04-02,NA,82000,NA
"2532","NV",2019-04-09,NA,17500,NA
"2533","NV",2019-04-16,NA,23000,NA
"2534","NV",2019-04-23,NA,11000,NA
"2535","NV",2019-04-30,NA,12500,NA
"2536","NV",2019-05-07,NA,40000,NA
"2537","NV",2019-05-14,NA,27000,NA
"2538","NV",2019-05-21,NA,25500,NA
"2539","NV",2019-05-28,NA,19300,NA
"2540","NV",2019-06-04,NA,24000,NA
"2541","NV",2019-06-11,NA,41000,NA
"2542","NV",2019-06-18,NA,63000,NA
"2543","NV",2019-06-25,NA,139001,NA
"2544","NV",2019-07-02,NA,85500,NA
"2545","NV",2019-07-09,NA,5000,NA
"2546","NV",2019-07-16,NA,12750,NA
"2547","NV",2019-07-23,NA,25000,NA
"2548","NV",2019-07-30,NA,10500,NA
"2549","NV",2019-08-06,NA,7500,NA
"2550","NV",2019-08-13,NA,7000,NA
"2551","NV",2019-08-20,NA,28877,NA
"2552","NV",2019-08-27,NA,36500,NA
"2553","NV",2019-09-03,NA,9500,NA
"2554","NV",2019-09-10,NA,21500,NA
"2555","NV",2019-09-17,NA,42000,NA
"2556","NV",2019-09-24,NA,111749,NA
"2557","NV",2019-10-01,NA,114600,NA
"2558","NV",2019-10-08,NA,19000,NA
"2559","NV",2019-10-15,NA,23000,NA
"2560","NV",2019-10-22,NA,16675,NA
"2561","NV",2019-10-29,NA,30000,NA
"2562","NV",2019-11-05,NA,42000,NA
"2563","NV",2019-11-12,NA,22557,NA
"2564","NV",2019-11-19,NA,30015,NA
"2565","NV",2019-11-26,NA,34013,NA
"2566","NV",2019-12-03,NA,31500,NA
"2567","NV",2019-12-10,NA,39000,NA
"2568","NV",2019-12-17,NA,79001,NA
"2569","NV",2019-12-24,NA,84254,NA
"2570","NV",2019-12-31,NA,21000,NA
"2571","NV",2020-01-07,NA,10000,NA
"2572","NV",2020-01-14,NA,13500,NA
"2573","NV",2020-01-21,NA,5521,NA
"2574","NV",2020-01-28,NA,24001,NA
"2575","NV",2020-02-04,NA,13000,NA
"2576","NV",2020-02-11,NA,70000,NA
"2577","NV",2020-02-18,NA,33000,NA
"2578","NV",2020-02-25,NA,73000,NA
"2579","NV",2020-03-03,NA,56500,130753
"2580","NY",2019-01-08,NA,23000,NA
"2581","NY",2019-01-15,NA,57500,NA
"2582","NY",2019-01-22,NA,47587,NA
"2583","NY",2019-01-29,NA,73368,NA
"2584","NY",2019-02-05,NA,95589,NA
"2585","NY",2019-02-12,NA,106877,NA
"2586","NY",2019-02-19,NA,99917,NA
"2587","NY",2019-02-26,NA,143122,NA
"2588","NY",2019-03-05,NA,220422,NA
"2589","NY",2019-03-12,NA,217049,NA
"2590","NY",2019-03-19,NA,284810,NA
"2591","NY",2019-03-26,NA,483050,NA
"2592","NY",2019-04-02,NA,679602,NA
"2593","NY",2019-04-09,NA,78000,NA
"2594","NY",2019-04-16,NA,83863,NA
"2595","NY",2019-04-23,NA,88460,NA
"2596","NY",2019-04-30,NA,118701,NA
"2597","NY",2019-05-07,NA,98643,NA
"2598","NY",2019-05-14,NA,164365,NA
"2599","NY",2019-05-21,NA,177853,NA
"2600","NY",2019-05-28,NA,154049,NA
"2601","NY",2019-06-04,NA,256478,NA
"2602","NY",2019-06-11,NA,262261,NA
"2603","NY",2019-06-18,NA,460440,NA
"2604","NY",2019-06-25,NA,527449,NA
"2605","NY",2019-07-02,NA,459018,NA
"2606","NY",2019-07-09,NA,47513,NA
"2607","NY",2019-07-16,NA,122850,NA
"2608","NY",2019-07-23,NA,155746,NA
"2609","NY",2019-07-30,NA,211707,NA
"2610","NY",2019-08-06,NA,213137,NA
"2611","NY",2019-08-13,NA,96164,NA
"2612","NY",2019-08-20,NA,516008,NA
"2613","NY",2019-08-27,NA,290404,NA
"2614","NY",2019-09-03,NA,103119,NA
"2615","NY",2019-09-10,NA,167315,NA
"2616","NY",2019-09-17,NA,250055,NA
"2617","NY",2019-09-24,NA,452669,NA
"2618","NY",2019-10-01,NA,480326,NA
"2619","NY",2019-10-08,NA,84057,NA
"2620","NY",2019-10-15,NA,102169,NA
"2621","NY",2019-10-22,NA,149656,NA
"2622","NY",2019-10-29,NA,199392,NA
"2623","NY",2019-11-05,NA,164758,NA
"2624","NY",2019-11-12,NA,166873,NA
"2625","NY",2019-11-19,NA,368817,NA
"2626","NY",2019-11-26,NA,301468,NA
"2627","NY",2019-12-03,NA,115780,NA
"2628","NY",2019-12-10,NA,624801,NA
"2629","NY",2019-12-17,NA,614970,NA
"2630","NY",2019-12-24,NA,391904,NA
"2631","NY",2019-12-31,NA,74284,NA
"2632","NY",2020-01-07,NA,259780,NA
"2633","NY",2020-01-14,NA,595569,NA
"2634","NY",2020-01-21,NA,1126158,NA
"2635","NY",2020-01-28,NA,538195,NA
"2636","NY",2020-02-04,NA,728584,NA
"2637","NY",2020-02-11,NA,534618,NA
"2638","NY",2020-02-18,NA,353599,NA
"2639","NY",2020-02-25,NA,841527,NA
"2640","NY",2020-03-03,NA,1678914,1427195
"2641","OH",2019-01-01,NA,42000,NA
"2642","OH",2019-01-08,NA,47743,NA
"2643","OH",2019-01-15,NA,49474,NA
"2644","OH",2019-01-22,NA,59788,NA
"2645","OH",2019-01-29,NA,128168,NA
"2646","OH",2019-02-05,NA,111541,NA
"2647","OH",2019-02-12,NA,146198,NA
"2648","OH",2019-02-19,NA,367779,NA
"2649","OH",2019-02-26,NA,123000,NA
"2650","OH",2019-03-05,NA,229967,NA
"2651","OH",2019-03-12,NA,204125,NA
"2652","OH",2019-03-19,NA,242977,NA
"2653","OH",2019-03-26,NA,378400,NA
"2654","OH",2019-04-02,NA,510739,NA
"2655","OH",2019-04-09,NA,84200,NA
"2656","OH",2019-04-16,NA,111952,NA
"2657","OH",2019-04-23,NA,151966,NA
"2658","OH",2019-04-30,NA,116691,NA
"2659","OH",2019-05-07,NA,157739,NA
"2660","OH",2019-05-14,NA,204740,NA
"2661","OH",2019-05-21,NA,163555,NA
"2662","OH",2019-05-28,NA,130400,NA
"2663","OH",2019-06-04,NA,148334,NA
"2664","OH",2019-06-11,NA,233740,NA
"2665","OH",2019-06-18,NA,260283,NA
"2666","OH",2019-06-25,NA,343586,NA
"2667","OH",2019-07-02,NA,262400,NA
"2668","OH",2019-07-09,NA,29234,NA
"2669","OH",2019-07-16,NA,96500,NA
"2670","OH",2019-07-23,NA,230799,NA
"2671","OH",2019-07-30,NA,157497,NA
"2672","OH",2019-08-06,NA,585509,NA
"2673","OH",2019-08-13,NA,64600,NA
"2674","OH",2019-08-20,NA,366308,NA
"2675","OH",2019-08-27,NA,904050,NA
"2676","OH",2019-09-03,NA,360032,NA
"2677","OH",2019-09-10,NA,112400,NA
"2678","OH",2019-09-17,NA,244547,NA
"2679","OH",2019-09-24,NA,409700,NA
"2680","OH",2019-10-01,NA,424413,NA
"2681","OH",2019-10-08,NA,53980,NA
"2682","OH",2019-10-15,NA,91671,NA
"2683","OH",2019-10-22,NA,131735,NA
"2684","OH",2019-10-29,NA,140240,NA
"2685","OH",2019-11-05,NA,192225,NA
"2686","OH",2019-11-12,NA,289846,NA
"2687","OH",2019-11-19,NA,203345,NA
"2688","OH",2019-11-26,NA,243478,NA
"2689","OH",2019-12-03,NA,122500,NA
"2690","OH",2019-12-10,NA,251120,NA
"2691","OH",2019-12-17,NA,203283,NA
"2692","OH",2019-12-24,NA,460922,NA
"2693","OH",2019-12-31,NA,20805,NA
"2694","OH",2020-01-07,NA,67972,NA
"2695","OH",2020-01-14,NA,126520,NA
"2696","OH",2020-01-21,NA,233994,NA
"2697","OH",2020-01-28,NA,278615,NA
"2698","OH",2020-02-04,NA,936598,NA
"2699","OH",2020-02-11,NA,516007,NA
"2700","OH",2020-02-18,NA,1734993,NA
"2701","OH",2020-02-25,NA,558751,NA
"2702","OH",2020-03-03,NA,1066061,203707
"2703","OK",2019-01-08,NA,0,NA
"2704","OK",2019-01-15,NA,18000,NA
"2705","OK",2019-01-22,NA,8500,NA
"2706","OK",2019-01-29,NA,13500,NA
"2707","OK",2019-02-05,NA,12000,NA
"2708","OK",2019-02-12,NA,28700,NA
"2709","OK",2019-02-19,NA,26000,NA
"2710","OK",2019-02-26,NA,48000,NA
"2711","OK",2019-03-05,NA,38300,NA
"2712","OK",2019-03-12,NA,63500,NA
"2713","OK",2019-03-19,NA,84500,NA
"2714","OK",2019-03-26,NA,161900,NA
"2715","OK",2019-04-02,NA,90100,NA
"2716","OK",2019-04-09,NA,82700,NA
"2717","OK",2019-04-16,NA,84450,NA
"2718","OK",2019-04-23,NA,32200,NA
"2719","OK",2019-04-30,NA,57300,NA
"2720","OK",2019-05-07,NA,63550,NA
"2721","OK",2019-05-14,NA,71701,NA
"2722","OK",2019-05-21,NA,65000,NA
"2723","OK",2019-05-28,NA,38547,NA
"2724","OK",2019-06-04,NA,54500,NA
"2725","OK",2019-06-11,NA,62500,NA
"2726","OK",2019-06-18,NA,144500,NA
"2727","OK",2019-06-25,NA,191500,NA
"2728","OK",2019-07-02,NA,115000,NA
"2729","OK",2019-07-09,NA,6000,NA
"2730","OK",2019-07-16,NA,43500,NA
"2731","OK",2019-07-23,NA,59000,NA
"2732","OK",2019-07-30,NA,61000,NA
"2733","OK",2019-08-06,NA,39500,NA
"2734","OK",2019-08-13,NA,28300,NA
"2735","OK",2019-08-20,NA,38000,NA
"2736","OK",2019-08-27,NA,29760,NA
"2737","OK",2019-09-03,NA,15500,NA
"2738","OK",2019-09-10,NA,39000,NA
"2739","OK",2019-09-17,NA,75000,NA
"2740","OK",2019-09-24,NA,172750,NA
"2741","OK",2019-10-01,NA,92212,NA
"2742","OK",2019-10-08,NA,25500,NA
"2743","OK",2019-10-15,NA,32000,NA
"2744","OK",2019-10-22,NA,39750,NA
"2745","OK",2019-10-29,NA,85500,NA
"2746","OK",2019-11-05,NA,50500,NA
"2747","OK",2019-11-12,NA,37500,NA
"2748","OK",2019-11-19,NA,44020,NA
"2749","OK",2019-11-26,NA,58100,NA
"2750","OK",2019-12-03,NA,58000,NA
"2751","OK",2019-12-10,NA,74000,NA
"2752","OK",2019-12-17,NA,101000,NA
"2753","OK",2019-12-24,NA,52000,NA
"2754","OK",2019-12-31,NA,18000,NA
"2755","OK",2020-01-07,NA,2500,NA
"2756","OK",2020-01-14,NA,10500,NA
"2757","OK",2020-01-21,NA,35000,NA
"2758","OK",2020-01-28,NA,47900,NA
"2759","OK",2020-02-04,NA,301982,NA
"2760","OK",2020-02-11,NA,29000,NA
"2761","OK",2020-02-18,NA,54900,NA
"2762","OK",2020-02-25,NA,134500,NA
"2763","OK",2020-03-03,NA,109500,46963
"2764","OR",2019-01-08,NA,21000,NA
"2765","OR",2019-01-15,NA,10500,NA
"2766","OR",2019-01-22,NA,21500,NA
"2767","OR",2019-01-29,NA,19000,NA
"2768","OR",2019-02-05,NA,45000,NA
"2769","OR",2019-02-12,NA,34000,NA
"2770","OR",2019-02-19,NA,42000,NA
"2771","OR",2019-02-26,NA,68500,NA
"2772","OR",2019-03-05,NA,79000,NA
"2773","OR",2019-03-12,NA,74500,NA
"2774","OR",2019-03-19,NA,88000,NA
"2775","OR",2019-03-26,NA,124300,NA
"2776","OR",2019-04-02,NA,112050,NA
"2777","OR",2019-04-09,NA,27500,NA
"2778","OR",2019-04-16,NA,30250,NA
"2779","OR",2019-04-23,NA,52190,NA
"2780","OR",2019-04-30,NA,108000,NA
"2781","OR",2019-05-07,NA,59000,NA
"2782","OR",2019-05-14,NA,84000,NA
"2783","OR",2019-05-21,NA,89500,NA
"2784","OR",2019-05-28,NA,75000,NA
"2785","OR",2019-06-04,NA,63000,NA
"2786","OR",2019-06-11,NA,137000,NA
"2787","OR",2019-06-18,NA,154500,NA
"2788","OR",2019-06-25,NA,247500,NA
"2789","OR",2019-07-02,NA,102005,NA
"2790","OR",2019-07-09,NA,54000,NA
"2791","OR",2019-07-16,NA,103250,NA
"2792","OR",2019-07-23,NA,76093,NA
"2793","OR",2019-07-30,NA,35500,NA
"2794","OR",2019-08-06,NA,42430,NA
"2795","OR",2019-08-13,NA,45000,NA
"2796","OR",2019-08-20,NA,16020,NA
"2797","OR",2019-08-27,NA,30000,NA
"2798","OR",2019-09-03,NA,34500,NA
"2799","OR",2019-09-10,NA,80500,NA
"2800","OR",2019-09-17,NA,109077,NA
"2801","OR",2019-09-24,NA,172750,NA
"2802","OR",2019-10-01,NA,168805,NA
"2803","OR",2019-10-08,NA,29750,NA
"2804","OR",2019-10-15,NA,56000,NA
"2805","OR",2019-10-22,NA,46800,NA
"2806","OR",2019-10-29,NA,67500,NA
"2807","OR",2019-11-05,NA,46505,NA
"2808","OR",2019-11-12,NA,49000,NA
"2809","OR",2019-11-19,NA,76530,NA
"2810","OR",2019-11-26,NA,50500,NA
"2811","OR",2019-12-03,NA,26105,NA
"2812","OR",2019-12-10,NA,42688,NA
"2813","OR",2019-12-17,NA,44500,NA
"2814","OR",2019-12-24,NA,23500,NA
"2815","OR",2019-12-31,NA,16005,NA
"2816","OR",2020-01-07,NA,5000,NA
"2817","OR",2020-01-14,NA,8500,NA
"2818","OR",2020-01-21,NA,4000,NA
"2819","OR",2020-01-28,NA,5000,NA
"2820","OR",2020-02-04,NA,22755,NA
"2821","OR",2020-02-11,NA,73500,NA
"2822","OR",2020-02-18,NA,29500,NA
"2823","OR",2020-02-25,NA,101276,NA
"2824","OR",2020-03-03,NA,100984,161731
"2825","PA",2019-01-08,NA,15251,NA
"2826","PA",2019-01-15,NA,51894,NA
"2827","PA",2019-01-22,NA,14000,NA
"2828","PA",2019-01-29,NA,55650,NA
"2829","PA",2019-02-05,NA,66125,NA
"2830","PA",2019-02-12,NA,99851,NA
"2831","PA",2019-02-19,NA,50665,NA
"2832","PA",2019-02-26,NA,76500,NA
"2833","PA",2019-03-05,NA,178772,NA
"2834","PA",2019-03-12,NA,197500,NA
"2835","PA",2019-03-19,NA,224446,NA
"2836","PA",2019-03-26,NA,379000,NA
"2837","PA",2019-04-02,NA,371186,NA
"2838","PA",2019-04-09,NA,42210,NA
"2839","PA",2019-04-16,NA,58043,NA
"2840","PA",2019-04-23,NA,59596,NA
"2841","PA",2019-04-30,NA,87318,NA
"2842","PA",2019-05-07,NA,130750,NA
"2843","PA",2019-05-14,NA,120200,NA
"2844","PA",2019-05-21,NA,99750,NA
"2845","PA",2019-05-28,NA,80877,NA
"2846","PA",2019-06-04,NA,151670,NA
"2847","PA",2019-06-11,NA,231750,NA
"2848","PA",2019-06-18,NA,314000,NA
"2849","PA",2019-06-25,NA,406670,NA
"2850","PA",2019-07-02,NA,260850,NA
"2851","PA",2019-07-09,NA,28500,NA
"2852","PA",2019-07-16,NA,82448,NA
"2853","PA",2019-07-23,NA,141929,NA
"2854","PA",2019-07-30,NA,95300,NA
"2855","PA",2019-08-06,NA,73820,NA
"2856","PA",2019-08-13,NA,51029,NA
"2857","PA",2019-08-20,NA,71538,NA
"2858","PA",2019-08-27,NA,46064,NA
"2859","PA",2019-09-03,NA,82500,NA
"2860","PA",2019-09-10,NA,226290,NA
"2861","PA",2019-09-17,NA,175700,NA
"2862","PA",2019-09-24,NA,334650,NA
"2863","PA",2019-10-01,NA,367748,NA
"2864","PA",2019-10-08,NA,60800,NA
"2865","PA",2019-10-15,NA,74726,NA
"2866","PA",2019-10-22,NA,131430,NA
"2867","PA",2019-10-29,NA,173560,NA
"2868","PA",2019-11-05,NA,174438,NA
"2869","PA",2019-11-12,NA,146147,NA
"2870","PA",2019-11-19,NA,190185,NA
"2871","PA",2019-11-26,NA,140998,NA
"2872","PA",2019-12-03,NA,134952,NA
"2873","PA",2019-12-10,NA,219370,NA
"2874","PA",2019-12-17,NA,249363,NA
"2875","PA",2019-12-24,NA,192665,NA
"2876","PA",2019-12-31,NA,52008,NA
"2877","PA",2020-01-07,NA,82271,NA
"2878","PA",2020-01-14,NA,34783,NA
"2879","PA",2020-01-21,NA,134138,NA
"2880","PA",2020-01-28,NA,101748,NA
"2881","PA",2020-02-04,NA,329819,NA
"2882","PA",2020-02-11,NA,351800,NA
"2883","PA",2020-02-18,NA,284984,NA
"2884","PA",2020-02-25,NA,423216,NA
"2885","PA",2020-03-03,NA,310015,447298
"2886","RI",2019-01-08,NA,1000,NA
"2887","RI",2019-01-15,NA,2500,NA
"2888","RI",2019-01-22,NA,1000,NA
"2889","RI",2019-01-29,NA,3500,NA
"2890","RI",2019-02-05,NA,15000,NA
"2891","RI",2019-02-12,NA,3000,NA
"2892","RI",2019-02-19,NA,8000,NA
"2893","RI",2019-02-26,NA,37250,NA
"2894","RI",2019-03-05,NA,49500,NA
"2895","RI",2019-03-12,NA,48000,NA
"2896","RI",2019-03-19,NA,45500,NA
"2897","RI",2019-03-26,NA,58750,NA
"2898","RI",2019-04-02,NA,68300,NA
"2899","RI",2019-04-09,NA,9500,NA
"2900","RI",2019-04-16,NA,10500,NA
"2901","RI",2019-04-23,NA,2500,NA
"2902","RI",2019-04-30,NA,12000,NA
"2903","RI",2019-05-07,NA,17000,NA
"2904","RI",2019-05-14,NA,19000,NA
"2905","RI",2019-05-21,NA,18000,NA
"2906","RI",2019-05-28,NA,14500,NA
"2907","RI",2019-06-04,NA,14000,NA
"2908","RI",2019-06-11,NA,34100,NA
"2909","RI",2019-06-18,NA,34450,NA
"2910","RI",2019-06-25,NA,105000,NA
"2911","RI",2019-07-02,NA,43300,NA
"2912","RI",2019-07-09,NA,6000,NA
"2913","RI",2019-07-16,NA,11000,NA
"2914","RI",2019-07-23,NA,13300,NA
"2915","RI",2019-07-30,NA,13000,NA
"2916","RI",2019-08-06,NA,7000,NA
"2917","RI",2019-08-13,NA,27800,NA
"2918","RI",2019-08-20,NA,17000,NA
"2919","RI",2019-08-27,NA,23250,NA
"2920","RI",2019-09-03,NA,1750,NA
"2921","RI",2019-09-10,NA,25555,NA
"2922","RI",2019-09-17,NA,62750,NA
"2923","RI",2019-09-24,NA,62500,NA
"2924","RI",2019-10-01,NA,75300,NA
"2925","RI",2019-10-08,NA,6500,NA
"2926","RI",2019-10-15,NA,2550,NA
"2927","RI",2019-10-22,NA,8500,NA
"2928","RI",2019-10-29,NA,24500,NA
"2929","RI",2019-11-05,NA,8000,NA
"2930","RI",2019-11-12,NA,21557,NA
"2931","RI",2019-11-19,NA,33000,NA
"2932","RI",2019-11-26,NA,22250,NA
"2933","RI",2019-12-03,NA,23500,NA
"2934","RI",2019-12-10,NA,25500,NA
"2935","RI",2019-12-17,NA,48500,NA
"2936","RI",2019-12-24,NA,39000,NA
"2937","RI",2019-12-31,NA,5250,NA
"2938","RI",2020-01-07,NA,1000,NA
"2939","RI",2020-01-14,NA,2500,NA
"2940","RI",2020-01-21,NA,3500,NA
"2941","RI",2020-01-28,NA,8500,NA
"2942","RI",2020-02-04,NA,8050,NA
"2943","RI",2020-02-11,NA,15500,NA
"2944","RI",2020-02-18,NA,30000,NA
"2945","RI",2020-02-25,NA,31500,NA
"2946","SC",2019-01-08,NA,9970,NA
"2947","SC",2019-01-15,NA,5000,NA
"2948","SC",2019-01-22,NA,14000,NA
"2949","SC",2019-01-29,NA,41000,NA
"2950","SC",2019-02-05,NA,61000,NA
"2951","SC",2019-02-12,NA,40000,NA
"2952","SC",2019-02-19,NA,50000,NA
"2953","SC",2019-02-26,NA,109500,NA
"2954","SC",2019-03-05,NA,117300,NA
"2955","SC",2019-03-12,NA,98098,NA
"2956","SC",2019-03-19,NA,169300,NA
"2957","SC",2019-03-26,NA,301250,NA
"2958","SC",2019-04-02,NA,266699,NA
"2959","SC",2019-04-09,NA,45250,NA
"2960","SC",2019-04-16,NA,43026,NA
"2961","SC",2019-04-23,NA,44000,NA
"2962","SC",2019-04-30,NA,64750,NA
"2963","SC",2019-05-07,NA,58500,NA
"2964","SC",2019-05-14,NA,102000,NA
"2965","SC",2019-05-21,NA,74650,NA
"2966","SC",2019-05-28,NA,63877,NA
"2967","SC",2019-06-04,NA,65800,NA
"2968","SC",2019-06-11,NA,125075,NA
"2969","SC",2019-06-18,NA,103873,NA
"2970","SC",2019-06-25,NA,196300,NA
"2971","SC",2019-07-02,NA,211702,NA
"2972","SC",2019-07-09,NA,25000,NA
"2973","SC",2019-07-16,NA,60327,NA
"2974","SC",2019-07-23,NA,80571,NA
"2975","SC",2019-07-30,NA,72000,NA
"2976","SC",2019-08-06,NA,55500,NA
"2977","SC",2019-08-13,NA,39500,NA
"2978","SC",2019-08-20,NA,35500,NA
"2979","SC",2019-08-27,NA,55766,NA
"2980","SC",2019-09-03,NA,38500,NA
"2981","SC",2019-09-10,NA,83500,NA
"2982","SC",2019-09-17,NA,81000,NA
"2983","SC",2019-09-24,NA,215800,NA
"2984","SC",2019-10-01,NA,187500,NA
"2985","SC",2019-10-08,NA,26250,NA
"2986","SC",2019-10-15,NA,50000,NA
"2987","SC",2019-10-22,NA,66000,NA
"2988","SC",2019-10-29,NA,69100,NA
"2989","SC",2019-11-05,NA,59350,NA
"2990","SC",2019-11-12,NA,84650,NA
"2991","SC",2019-11-19,NA,71796,NA
"2992","SC",2019-11-26,NA,89120,NA
"2993","SC",2019-12-03,NA,47326,NA
"2994","SC",2019-12-10,NA,111500,NA
"2995","SC",2019-12-17,NA,140750,NA
"2996","SC",2019-12-24,NA,143574,NA
"2997","SC",2019-12-31,NA,32500,NA
"2998","SC",2020-01-07,NA,13320,NA
"2999","SC",2020-01-14,NA,29500,NA
"3000","SC",2020-01-21,NA,20541,NA
"3001","SC",2020-01-28,NA,56553,NA
"3002","SC",2020-02-04,NA,70750,NA
"3003","SC",2020-02-11,NA,67525,NA
"3004","SC",2020-02-18,NA,81686,NA
"3005","SC",2020-02-25,NA,126789,NA
"3006","SC",2020-03-03,NA,97620,100953
"3007","SD",2019-01-08,NA,7200,NA
"3008","SD",2019-01-15,NA,11000,NA
"3009","SD",2019-01-22,NA,13500,NA
"3010","SD",2019-01-29,NA,39000,NA
"3011","SD",2019-02-05,NA,22950,NA
"3012","SD",2019-02-12,NA,14000,NA
"3013","SD",2019-02-19,NA,26500,NA
"3014","SD",2019-02-26,NA,66500,NA
"3015","SD",2019-03-05,NA,32000,NA
"3016","SD",2019-03-12,NA,22500,NA
"3017","SD",2019-03-19,NA,27500,NA
"3018","SD",2019-03-26,NA,67000,NA
"3019","SD",2019-04-02,NA,58600,NA
"3020","SD",2019-04-09,NA,11000,NA
"3021","SD",2019-04-16,NA,11800,NA
"3022","SD",2019-04-23,NA,7500,NA
"3023","SD",2019-04-30,NA,16000,NA
"3024","SD",2019-05-07,NA,48500,NA
"3025","SD",2019-05-14,NA,17500,NA
"3026","SD",2019-05-21,NA,30000,NA
"3027","SD",2019-05-28,NA,30000,NA
"3028","SD",2019-06-04,NA,56000,NA
"3029","SD",2019-06-11,NA,61800,NA
"3030","SD",2019-06-18,NA,64500,NA
"3031","SD",2019-06-25,NA,72000,NA
"3032","SD",2019-07-02,NA,47500,NA
"3033","SD",2019-07-09,NA,24000,NA
"3034","SD",2019-07-16,NA,15500,NA
"3035","SD",2019-07-23,NA,17000,NA
"3036","SD",2019-07-30,NA,26500,NA
"3037","SD",2019-08-06,NA,16500,NA
"3038","SD",2019-08-13,NA,7000,NA
"3039","SD",2019-08-20,NA,4500,NA
"3040","SD",2019-08-27,NA,14500,NA
"3041","SD",2019-09-03,NA,5000,NA
"3042","SD",2019-09-10,NA,24000,NA
"3043","SD",2019-09-17,NA,47500,NA
"3044","SD",2019-09-24,NA,62250,NA
"3045","SD",2019-10-01,NA,52000,NA
"3046","SD",2019-10-08,NA,4000,NA
"3047","SD",2019-10-15,NA,6000,NA
"3048","SD",2019-10-22,NA,25000,NA
"3049","SD",2019-10-29,NA,55999,NA
"3050","SD",2019-11-05,NA,17500,NA
"3051","SD",2019-11-12,NA,20500,NA
"3052","SD",2019-11-19,NA,9000,NA
"3053","SD",2019-11-26,NA,42600,NA
"3054","SD",2019-12-03,NA,9500,NA
"3055","SD",2019-12-10,NA,20250,NA
"3056","SD",2019-12-17,NA,19000,NA
"3057","SD",2019-12-24,NA,33000,NA
"3058","SD",2019-12-31,NA,10000,NA
"3059","SD",2020-01-07,NA,3500,NA
"3060","SD",2020-01-14,NA,1000,NA
"3061","SD",2020-01-21,NA,16000,NA
"3062","SD",2020-01-28,NA,9500,NA
"3063","SD",2020-02-04,NA,16500,NA
"3064","SD",2020-02-11,NA,6000,NA
"3065","SD",2020-02-18,NA,18000,NA
"3066","SD",2020-02-25,NA,28500,NA
"3067","SD",2020-03-03,NA,36500,11285
"3068","TN",2019-01-08,NA,-1500,NA
"3069","TN",2019-01-15,NA,7366,NA
"3070","TN",2019-01-22,NA,-10000,NA
"3071","TN",2019-01-29,NA,11500,NA
"3072","TN",2019-02-05,NA,15500,NA
"3073","TN",2019-02-12,NA,23000,NA
"3074","TN",2019-02-19,NA,16000,NA
"3075","TN",2019-02-26,NA,20500,NA
"3076","TN",2019-03-05,NA,33500,NA
"3077","TN",2019-03-12,NA,36500,NA
"3078","TN",2019-03-19,NA,47500,NA
"3079","TN",2019-03-26,NA,47300,NA
"3080","TN",2019-04-02,NA,36847,NA
"3081","TN",2019-04-09,NA,16500,NA
"3082","TN",2019-04-16,NA,6858,NA
"3083","TN",2019-04-23,NA,14500,NA
"3084","TN",2019-04-30,NA,27774,NA
"3085","TN",2019-05-07,NA,15000,NA
"3086","TN",2019-05-14,NA,32000,NA
"3087","TN",2019-05-21,NA,28500,NA
"3088","TN",2019-05-28,NA,15444,NA
